,carat,cut,color,clarity,depth,table,volume,price_bin,price
32028,0.33,Premium,G,VS1,60.3,58.0,55.324799999999996,0.0,797.0
32029,0.33,Premium,G,VS1,61.6,57.0,54.81904999999999,0.0,797.0
32030,0.32,Very Good,F,VS1,60.0,62.0,53.427408000000014,0.0,798.0
32031,0.4,Very Good,F,SI1,63.3,57.0,65.96647200000001,0.0,798.0
32032,0.42,Very Good,G,SI1,61.9,55.0,69.745936,0.0,798.0
32033,0.31,Ideal,G,VVS1,60.5,57.0,51.92535899999999,0.0,798.0
32034,0.37,Ideal,G,VS1,60.9,57.0,61.80408,0.0,798.0
32035,0.4,Fair,G,VS1,57.1,64.0,66.71448000000001,0.0,798.0
32036,0.4,Very Good,E,SI2,63.1,57.0,65.88648,0.0,798.0
32037,0.4,Premium,E,SI2,58.7,59.0,64.97167200000001,0.0,798.0
32038,0.4,Good,E,SI2,64.2,57.0,66.20795999999999,0.0,798.0
32039,0.4,Very Good,E,SI2,63.5,56.0,65.687544,0.0,798.0
32040,0.4,Good,E,SI2,63.9,57.0,65.48548500000001,0.0,798.0
32041,0.4,Ideal,D,SI2,61.3,56.0,65.516904,0.0,798.0
32042,0.4,Very Good,D,SI2,63.1,57.0,67.0358,0.0,798.0
32043,0.4,Good,D,SI2,63.8,54.0,66.91531,0.0,798.0
32044,0.4,Premium,D,SI2,63.0,59.0,63.979104,0.0,798.0
32045,0.4,Good,D,SI2,63.9,53.0,66.1284,0.0,798.0
32046,0.4,Very Good,D,SI2,63.1,56.0,63.84357000000001,0.0,798.0
32047,0.4,Very Good,D,SI2,63.4,59.0,65.18853000000001,0.0,798.0
32048,0.35,Ideal,G,VVS2,61.0,57.0,57.80509599999999,0.0,798.0
32049,0.35,Premium,H,VVS1,59.9,59.0,57.936175000000006,0.0,798.0
32050,0.35,Ideal,H,VVS1,61.5,57.0,57.379698000000005,0.0,798.0
32051,0.35,Very Good,G,VVS2,62.4,56.0,56.899970999999994,0.0,798.0
32052,0.35,Ideal,G,VVS2,62.1,56.0,56.24556299999999,0.0,798.0
32053,0.42,Ideal,G,VVS2,62.0,56.0,68.944386,0.0,798.0
32054,0.35,Ideal,H,VVS1,62.3,55.0,57.86780999999999,0.0,798.0
32055,0.35,Very Good,H,VVS1,62.6,57.0,55.497285000000005,0.0,798.0
32056,0.35,Premium,H,VVS1,60.6,60.0,56.679425,0.0,798.0
32057,0.35,Premium,H,VVS1,61.2,60.0,56.716858,0.0,798.0
32058,0.35,Very Good,G,VVS2,62.8,58.0,55.69536000000001,0.0,798.0
32059,0.35,Very Good,G,VVS2,62.2,58.0,57.28072600000001,0.0,798.0
32060,0.35,Very Good,H,VVS1,61.2,60.0,56.71574999999999,0.0,798.0
32061,0.35,Ideal,H,VVS1,61.7,56.0,57.712199999999996,0.0,798.0
32062,0.35,Premium,H,VVS1,62.1,58.0,56.244167999999995,0.0,798.0
32063,0.39,Very Good,G,VS1,62.7,58.0,63.406924000000004,0.0,798.0
32064,0.42,Ideal,G,SI1,62.0,54.0,70.131,0.0,799.0
32065,0.27,Premium,E,VVS2,59.0,59.0,45.44304799999999,0.0,799.0
32066,0.27,Ideal,E,VVS2,62.2,55.0,44.325432,0.0,799.0
32067,0.27,Ideal,E,VVS2,62.1,57.0,44.048515,0.0,799.0
32068,0.27,Premium,E,VVS1,60.6,58.0,44.592240000000004,0.0,799.0
32069,0.27,Ideal,E,VVS2,61.8,57.0,43.876352000000004,0.0,799.0
32070,0.27,Ideal,E,VVS2,63.0,56.0,44.34768,0.0,799.0
32071,0.27,Ideal,E,VVS2,62.0,55.0,43.665408,0.0,799.0
32072,0.27,Ideal,E,VVS2,62.5,57.0,43.51781,0.0,799.0
32073,0.27,Ideal,E,VVS1,62.3,56.0,44.821245000000005,0.0,799.0
32074,0.27,Ideal,D,VVS2,62.6,56.0,44.391305,0.0,799.0
32075,0.27,Ideal,D,VVS1,61.9,57.0,44.75526000000001,0.0,799.0
32076,0.27,Premium,D,VVS2,62.2,59.0,42.86447999999999,0.0,799.0
32077,0.27,Ideal,D,VVS2,62.3,57.0,44.219910000000006,0.0,799.0
32078,0.27,Ideal,D,VVS1,62.2,56.0,43.941860000000005,0.0,799.0
32079,0.3,Fair,E,VS1,64.5,56.0,48.84516,0.0,799.0
32080,0.3,Premium,F,VS1,59.8,60.0,49.19433999999999,0.0,799.0
32081,0.3,Ideal,G,IF,62.4,55.0,49.96944,0.0,799.0
32082,0.41,Very Good,G,VS2,61.4,57.0,67.313064,0.0,800.0
32083,0.32,Ideal,F,VVS2,62.1,55.0,52.181296,0.0,800.0
32084,0.32,Ideal,F,VVS2,61.2,57.0,53.183208,0.0,800.0
32085,0.32,Ideal,F,VVS2,60.9,56.0,53.66450400000001,0.0,800.0
32086,0.32,Ideal,F,VVS2,61.2,55.0,53.741216,0.0,800.0
32087,0.38,Ideal,I,VVS1,62.4,54.8,62.70495999999999,0.0,800.0
32088,0.4,Ideal,H,VS2,61.6,57.0,64.966914,0.0,800.0
32089,0.36,Ideal,D,VS2,61.8,55.0,59.963192,0.0,800.0
32090,0.31,Ideal,E,VS1,62.0,55.0,51.443099999999994,0.0,800.0
32091,0.31,Ideal,E,VS1,61.7,53.0,51.67908,0.0,800.0
32092,0.31,Ideal,E,VS1,61.3,55.0,52.628400000000006,0.0,800.0
32093,0.43,Ideal,G,SI2,61.1,55.0,72.324,0.0,800.0
32094,0.38,Ideal,F,VS2,62.0,56.0,62.138304,0.0,800.0
32095,0.38,Very Good,F,VS2,60.9,56.0,63.04126399999999,0.0,800.0
32096,0.38,Premium,F,VS2,60.5,59.0,62.60041599999999,0.0,800.0
32097,0.38,Ideal,G,VS1,62.5,56.0,61.20345599999999,0.0,800.0
32098,0.38,Very Good,F,VS2,61.9,59.0,61.65506200000001,0.0,800.0
32099,0.38,Ideal,F,VS2,62.1,57.0,62.002656,0.0,800.0
32100,0.38,Very Good,F,VS2,62.8,57.0,61.151244000000005,0.0,800.0
32101,0.4,Premium,E,VS1,61.5,58.0,65.743216,0.0,800.0
32102,0.38,Ideal,F,VS2,62.2,57.0,61.12526,0.0,800.0
32103,0.33,Very Good,F,VVS2,61.6,57.0,54.25857600000001,0.0,801.0
32104,0.33,Very Good,F,VVS2,61.2,55.0,54.303795,0.0,801.0
32105,0.41,Very Good,F,SI1,62.4,60.0,66.5038,0.0,801.0
32106,0.41,Ideal,G,VS2,60.7,56.0,66.904974,0.0,801.0
32107,0.36,Ideal,E,VS2,61.5,56.2,59.15231999999998,0.0,801.0
32108,0.36,Ideal,D,SI1,61.6,56.0,59.75261999999999,0.0,801.0
32109,0.32,Good,E,VVS1,59.4,61.0,52.830400000000004,0.0,801.0
32110,0.32,Good,E,VS2,58.8,63.0,53.898880000000005,0.0,801.0
32111,0.31,Premium,F,VVS1,59.7,59.0,53.34793500000001,0.0,801.0
32112,0.31,Ideal,F,VVS1,61.9,55.0,52.537888,0.0,801.0
32113,0.31,Ideal,G,IF,62.0,54.0,51.75151499999998,0.0,801.0
32114,0.31,Ideal,E,VVS1,62.4,56.0,51.70584,0.0,801.0
32115,0.33,Ideal,E,VVS2,61.4,55.0,55.1925,0.0,802.0
32116,0.33,Ideal,E,VVS2,61.0,57.0,54.669342,0.0,802.0
32117,0.3,Ideal,D,VVS2,59.4,60.0,51.60927899999999,0.0,802.0
32118,0.33,Ideal,G,VVS1,61.8,59.0,55.023360000000004,0.0,802.0
32119,0.33,Ideal,G,VVS1,60.4,58.0,55.2024,0.0,802.0
32120,0.32,Ideal,G,VVS1,62.1,54.0,53.408080000000005,0.0,802.0
32121,0.3,Ideal,F,VVS1,61.8,54.0,50.900449,0.0,802.0
32122,0.3,Ideal,F,VVS1,62.0,55.0,50.01416,0.0,802.0
32123,0.3,Ideal,F,VVS1,62.4,54.0,50.62094999999999,0.0,802.0
32124,0.3,Ideal,F,VVS1,61.2,55.0,50.217608000000006,0.0,802.0
32125,0.3,Ideal,F,VVS1,62.1,55.0,50.43346499999999,0.0,802.0
32126,0.3,Ideal,F,VVS1,61.9,56.0,49.597119,0.0,802.0
32127,0.3,Ideal,F,VVS1,58.0,60.0,50.06971200000001,0.0,802.0
32128,0.34,Ideal,D,VS2,61.9,55.0,56.622491999999994,0.0,802.0
32129,0.39,Ideal,G,VS1,61.8,55.0,65.828896,0.0,802.0
32130,0.31,Premium,F,VS2,61.2,58.0,50.755365,0.0,802.0
32131,0.31,Ideal,F,VS2,62.1,57.0,51.09048,0.0,802.0
32132,0.31,Premium,F,VS2,59.7,60.0,51.03199399999999,0.0,802.0
32133,0.31,Premium,F,VS2,59.0,59.0,52.197084000000004,0.0,802.0
32134,0.31,Ideal,G,VS1,61.3,56.0,51.179424000000004,0.0,802.0
32135,0.31,Premium,H,VVS2,61.2,60.0,51.413924,0.0,802.0
32136,0.31,Ideal,H,VVS2,61.5,56.0,50.945460000000004,0.0,802.0
32137,0.31,Premium,H,VVS2,61.4,59.0,51.062039999999996,0.0,802.0
32138,0.31,Ideal,H,VVS2,62.3,55.0,51.824704000000004,0.0,802.0
32139,0.26,Ideal,G,VS1,61.4,56.0,43.53356800000001,0.0,456.0
32140,0.32,Ideal,E,SI2,61.3,56.0,53.499680000000005,0.0,456.0
32141,0.33,Ideal,I,SI1,62.0,53.5,55.794599999999996,0.0,456.0
32142,0.3,Good,G,VS2,63.5,58.0,49.29381600000001,0.0,456.0
32143,0.25,Very Good,G,VVS1,59.4,63.0,40.64831100000001,0.0,457.0
32144,0.34,Very Good,I,VS2,61.6,56.0,55.64077199999999,0.0,457.0
32145,0.3,Very Good,H,VS2,62.6,57.0,48.5673,0.0,457.0
32146,0.3,Ideal,H,VS2,62.1,55.0,49.898920000000004,0.0,457.0
32147,0.3,Ideal,H,VS2,62.0,57.0,48.953841999999995,0.0,457.0
32148,0.3,Ideal,I,VS1,62.3,55.0,50.200779999999995,0.0,457.0
32149,0.3,Ideal,I,VS1,62.5,54.0,50.3874,0.0,457.0
32150,0.3,Ideal,I,VS1,62.0,57.0,48.42980999999999,0.0,457.0
32151,0.31,Ideal,H,SI1,61.5,56.5,50.522808,0.0,457.0
32152,0.31,Good,I,VS1,63.9,55.0,50.42696,0.0,457.0
32153,0.31,Very Good,H,VS2,58.9,61.0,51.765436,0.0,457.0
32154,0.23,Very Good,E,VVS2,61.4,55.0,38.007144000000004,0.0,458.0
32155,0.23,Very Good,D,VVS2,62.4,53.0,38.284980000000004,0.0,458.0
32156,0.23,Very Good,D,VVS1,59.7,58.0,38.33273200000001,0.0,458.0
32157,0.28,Very Good,D,VS1,60.5,58.0,46.310885999999996,0.0,458.0
32158,0.23,Good,F,VVS1,58.1,52.0,38.994279999999996,0.0,458.0
32159,0.23,Good,E,VVS1,60.6,65.0,37.635600000000004,0.0,458.0
32160,0.28,Good,E,VS1,63.1,55.0,45.62261,0.0,458.0
32161,0.31,Very Good,F,SI1,58.8,59.0,52.547399999999996,0.0,459.0
32162,0.27,Ideal,I,VVS2,62.1,55.0,45.5364,0.0,459.0
32163,0.36,Ideal,J,VS2,61.5,55.0,60.48631999999999,0.0,459.0
32164,0.27,Ideal,G,VS2,61.4,55.0,45.510942,0.0,459.0
32165,0.25,Ideal,G,VS2,61.4,57.0,41.98727999999999,0.0,459.0
32166,0.25,Ideal,G,VS2,61.8,58.0,41.372831999999995,0.0,459.0
32167,0.32,Ideal,G,SI2,61.6,56.0,53.018240000000006,0.0,459.0
32168,0.34,Very Good,I,SI1,60.4,56.0,56.93159999999999,0.0,459.0
32169,0.31,Ideal,H,VVS2,62.2,55.0,51.39786,0.0,802.0
32170,0.31,Ideal,H,VVS2,62.5,55.0,51.58697600000001,0.0,802.0
32171,0.31,Premium,H,VVS2,60.6,60.0,50.184288,0.0,802.0
32172,0.31,Premium,H,VVS2,61.2,59.0,50.754563999999995,0.0,802.0
32173,0.31,Ideal,H,VVS2,62.4,56.0,51.705024,0.0,802.0
32174,0.31,Premium,H,VVS2,61.9,58.0,50.783972000000006,0.0,802.0
32175,0.31,Ideal,H,VVS2,61.8,56.0,50.901256,0.0,802.0
32176,0.31,Ideal,H,VVS2,61.1,56.0,50.332786000000006,0.0,802.0
32177,0.31,Ideal,H,VVS2,62.6,56.0,51.34924800000001,0.0,802.0
32178,0.31,Premium,H,VVS2,61.4,58.0,50.405328000000004,0.0,802.0
32179,0.31,Ideal,H,VVS2,62.4,57.0,51.04339200000001,0.0,802.0
32180,0.31,Ideal,H,VVS2,62.4,57.0,51.04339200000001,0.0,802.0
32181,0.31,Ideal,H,VVS2,62.2,57.0,50.85504000000002,0.0,802.0
32182,0.31,Premium,H,VVS2,61.4,58.0,49.98672,0.0,802.0
32183,0.31,Premium,H,VVS2,62.3,60.0,50.737320000000004,0.0,802.0
32184,0.31,Premium,H,VVS2,62.4,59.0,50.62094999999999,0.0,802.0
32185,0.31,Good,H,VVS2,63.7,55.0,50.661504000000015,0.0,802.0
32186,0.31,Good,H,VVS2,63.6,56.0,50.77877600000001,0.0,802.0
32187,0.31,Very Good,H,VVS2,63.4,56.0,50.594544000000006,0.0,802.0
32188,0.31,Premium,H,VVS2,62.6,60.0,50.15439000000001,0.0,802.0
32189,0.31,Ideal,H,VVS2,62.8,57.0,50.45749,0.0,802.0
32190,0.31,Premium,H,VVS2,61.9,58.0,49.71273,0.0,802.0
32191,0.31,Premium,H,VVS2,62.4,58.0,49.437424,0.0,802.0
32192,0.31,Premium,H,VVS2,62.6,58.0,49.621891999999995,0.0,802.0
32193,0.31,Premium,G,VS1,59.5,59.0,51.92352,0.0,802.0
32194,0.31,Ideal,G,VS1,61.5,56.0,52.70326699999999,0.0,802.0
32195,0.31,Ideal,G,VS1,61.0,55.0,52.31431299999999,0.0,802.0
32196,0.31,Premium,G,VS1,61.2,60.0,51.413924,0.0,802.0
32197,0.31,Ideal,G,VS1,61.4,56.0,51.06257600000001,0.0,802.0
32198,0.31,Premium,G,VS1,59.6,61.0,49.5378,0.0,802.0
32199,0.31,Premium,G,VS1,61.2,59.0,50.755365,0.0,802.0
32200,0.31,Ideal,G,VS1,62.4,55.0,51.044205,0.0,802.0
32201,0.31,Ideal,G,VS1,62.1,55.0,50.97276000000001,0.0,802.0
32202,0.31,Ideal,G,VS1,62.1,55.0,51.089670000000005,0.0,802.0
32203,0.31,Ideal,G,VS1,62.5,57.0,51.58697600000001,0.0,802.0
32204,0.31,Premium,G,VS1,62.4,59.0,50.62176,0.0,802.0
32205,0.31,Premium,G,VS1,61.8,59.0,50.362559999999995,0.0,802.0
32206,0.31,Premium,G,VS1,62.2,56.0,50.85504000000002,0.0,802.0
32207,0.31,Premium,G,VS1,60.8,61.0,49.72572,0.0,802.0
32208,0.31,Premium,G,VS1,62.1,58.0,50.43346499999999,0.0,802.0
32209,0.31,Premium,G,VS1,62.1,58.0,50.549403999999996,0.0,802.0
32210,0.31,Premium,G,VS1,61.2,60.0,49.154160000000005,0.0,802.0
32211,0.31,Premium,G,VS1,62.9,58.0,50.8776,0.0,802.0
32212,0.31,Premium,G,VS1,62.4,58.0,50.50458,0.0,802.0
32213,0.31,Ideal,G,VS1,62.9,57.0,50.34096,0.0,802.0
32214,0.31,Premium,G,VS1,63.0,57.0,50.10681600000001,0.0,802.0
32215,0.31,Very Good,G,VS1,63.2,57.0,50.40812800000001,0.0,802.0
32216,0.31,Very Good,G,VS1,63.2,56.0,50.40921600000001,0.0,802.0
32217,0.31,Very Good,G,VS1,63.3,56.0,50.711661,0.0,802.0
32218,0.31,Good,G,VS1,63.8,57.0,51.083175000000004,0.0,802.0
32219,0.31,Very Good,G,VS1,63.1,59.0,49.45941,0.0,802.0
32220,0.31,Premium,G,VS1,62.8,58.0,49.39108999999999,0.0,802.0
32221,0.31,Good,G,VS1,63.7,56.0,50.12552999999999,0.0,802.0
32222,0.31,Very Good,G,VS1,63.2,56.0,49.758852,0.0,802.0
32223,0.31,Premium,F,VS2,61.4,58.0,51.60496000000001,0.0,802.0
32224,0.31,Ideal,F,VS2,60.8,56.0,51.573186,0.0,802.0
32225,0.31,Premium,F,VS2,59.3,60.0,50.529339,0.0,802.0
32226,0.31,Premium,F,VS2,61.6,58.0,51.25256999999999,0.0,802.0
32227,0.31,Ideal,F,VS2,61.9,54.0,51.443099999999994,0.0,802.0
32228,0.31,Ideal,F,VS2,62.3,55.0,51.82416,0.0,802.0
32229,0.31,Ideal,F,VS2,62.0,56.0,51.75151499999998,0.0,802.0
32230,0.31,Ideal,F,VS2,61.6,55.0,51.253108,0.0,802.0
32231,0.31,Ideal,F,VS2,60.8,57.0,50.913464000000005,0.0,802.0
32232,0.31,Ideal,F,VS2,62.1,53.0,51.632546,0.0,802.0
32233,0.31,Premium,F,VS2,61.5,56.0,51.48498599999999,0.0,802.0
32234,0.31,Premium,F,VS2,60.8,60.0,50.259370000000004,0.0,802.0
32235,0.31,Ideal,F,VS2,61.5,56.0,50.82834400000001,0.0,802.0
32236,0.31,Premium,F,VS2,61.7,58.0,51.134748,0.0,802.0
32237,0.31,Premium,F,VS2,62.3,60.0,50.7384,0.0,802.0
32238,0.31,Ideal,F,VS2,61.8,56.0,50.900449,0.0,802.0
32239,0.31,Ideal,F,VS2,62.3,55.0,51.278891,0.0,802.0
32240,0.31,Ideal,F,VS2,62.8,57.0,51.658152,0.0,802.0
32241,0.31,Very Good,F,VS2,63.4,56.0,51.252796,0.0,802.0
32242,0.31,Ideal,F,VS2,61.9,55.0,50.245979999999996,0.0,802.0
32243,0.31,Premium,F,VS2,62.0,58.0,50.66534299999999,0.0,802.0
32244,0.31,Premium,F,VS2,61.4,55.0,49.871808,0.0,802.0
32245,0.31,Premium,F,VS2,61.4,62.0,49.871808,0.0,802.0
32246,0.31,Premium,F,VS2,61.3,59.0,49.569309999999994,0.0,802.0
32247,0.31,Ideal,F,VS2,62.4,56.0,50.50458,0.0,802.0
32248,0.31,Premium,F,VS2,62.4,58.0,50.50458,0.0,802.0
32249,0.31,Ideal,F,VS2,62.3,57.0,50.200779999999995,0.0,802.0
32250,0.31,Premium,F,VS2,62.7,59.0,50.57402,0.0,802.0
32251,0.31,Ideal,F,VS2,62.7,57.0,50.57402,0.0,802.0
32252,0.31,Premium,F,VS2,61.8,59.0,49.828340999999995,0.0,802.0
32253,0.31,Ideal,F,VS2,62.9,56.0,50.34096,0.0,802.0
32254,0.31,Ideal,F,VS2,62.3,55.0,50.08511,0.0,802.0
32255,0.31,Premium,F,VS2,62.3,59.0,50.08511,0.0,802.0
32256,0.31,Ideal,F,VS2,61.3,57.0,49.454299999999996,0.0,802.0
32257,0.31,Premium,F,VS2,62.0,60.0,50.01416,0.0,802.0
32258,0.31,Ideal,F,VS2,62.6,55.0,50.15439000000001,0.0,802.0
32259,0.31,Ideal,F,VS2,62.6,57.0,50.15439000000001,0.0,802.0
32260,0.31,Premium,F,VS2,62.3,59.0,50.084034,0.0,802.0
32261,0.31,Very Good,F,VS2,63.4,56.0,50.594544000000006,0.0,802.0
32262,0.31,Good,F,VS2,63.9,56.0,50.9652,0.0,802.0
32263,0.31,Premium,F,VS2,62.9,58.0,49.689989999999995,0.0,802.0
32264,0.31,Premium,F,VS2,62.9,59.0,49.80528,0.0,802.0
32265,0.31,Ideal,F,VS2,62.6,57.0,49.73567899999999,0.0,802.0
32266,0.31,Ideal,F,VS2,62.8,56.0,49.921920000000014,0.0,802.0
32267,0.31,Premium,F,VS2,59.7,58.0,52.791424,0.0,802.0
32268,0.31,Ideal,F,VS2,61.9,55.0,51.989453,0.0,802.0
32269,0.33,Ideal,E,VS1,60.0,57.0,54.10934999999999,0.0,802.0
32270,0.31,Premium,G,VS1,62.2,58.0,51.514932,0.0,802.0
32271,0.31,Premium,G,VS1,62.0,59.0,48.954640000000005,0.0,802.0
32272,0.32,Ideal,F,VVS1,61.5,56.0,52.58429799999999,0.0,803.0
32273,0.31,Ideal,D,VS2,60.7,57.0,51.146480000000004,0.0,803.0
32274,0.33,Ideal,D,VS2,60.7,56.0,55.03680000000001,0.0,803.0
32275,0.36,Ideal,F,VS1,61.5,55.0,59.410914000000005,0.0,803.0
32276,0.36,Ideal,F,VS1,61.3,54.0,61.14378000000001,0.0,803.0
32277,0.36,Ideal,F,VS1,61.3,55.0,59.670918,0.0,803.0
32278,0.36,Ideal,F,VS1,60.8,56.0,60.107024,0.0,803.0
32279,0.43,Ideal,E,SI1,61.2,56.2,71.204757,0.0,803.0
32280,0.42,Premium,I,SI1,62.6,58.0,68.31552,0.0,803.0
32281,0.34,Premium,D,SI1,60.2,60.0,55.5696,0.0,803.0
32282,0.34,Premium,D,SI1,62.8,58.0,55.69536000000001,0.0,803.0
32283,0.34,Very Good,D,SI1,63.1,57.0,55.64474400000001,0.0,803.0
32284,0.34,Ideal,D,SI1,62.3,57.0,55.29753600000001,0.0,803.0
32285,0.42,Premium,I,SI1,61.2,60.0,67.73642400000001,0.0,803.0
32286,0.34,Premium,I,VVS1,61.9,58.0,55.465371999999995,0.0,803.0
32287,0.34,Premium,I,VVS1,62.6,58.0,55.497285000000005,0.0,803.0
32288,0.34,Premium,I,VVS1,60.5,59.0,55.526016000000006,0.0,803.0
32289,0.34,Premium,I,VVS1,62.4,59.0,53.91936000000001,0.0,803.0
32290,0.34,Premium,D,SI1,59.7,59.0,56.43401600000001,0.0,803.0
32291,0.34,Premium,D,SI1,59.6,59.0,56.55832000000001,0.0,803.0
32292,0.34,Ideal,D,SI1,61.5,53.0,56.79623399999999,0.0,803.0
32293,0.34,Ideal,D,SI1,60.6,56.0,56.102596000000005,0.0,803.0
32294,0.34,Ideal,D,SI1,60.1,57.0,56.26857599999999,0.0,803.0
32295,0.34,Ideal,D,SI1,61.2,57.0,55.56320000000001,0.0,803.0
32296,0.34,Premium,D,SI1,59.6,61.0,54.83565,0.0,803.0
32297,0.34,Premium,D,SI1,59.8,61.0,55.03950000000001,0.0,803.0
32298,0.34,Ideal,D,SI1,60.4,57.0,55.774719,0.0,803.0
32299,0.34,Ideal,D,SI1,61.3,57.0,54.745200000000004,0.0,803.0
32300,0.34,Ideal,D,SI1,62.7,56.0,55.820800000000006,0.0,803.0
32301,0.34,Ideal,D,SI1,62.8,55.0,56.270250000000004,0.0,803.0
32302,0.34,Premium,D,SI1,61.2,58.0,54.992622000000004,0.0,803.0
32303,0.34,Ideal,D,SI1,62.0,56.0,55.91969999999999,0.0,803.0
32304,0.34,Premium,D,SI1,62.7,59.0,54.67982,0.0,803.0
32305,0.34,Premium,D,SI1,62.4,58.0,54.605564,0.0,803.0
32306,0.34,Premium,D,SI1,62.0,59.0,54.652415999999995,0.0,803.0
32307,0.34,Premium,D,SI1,62.0,56.0,54.65379599999999,0.0,803.0
32308,0.45,Premium,G,SI2,62.0,62.0,73.52208,0.0,803.0
32309,0.34,Ideal,I,VVS1,61.8,56.0,55.71854999999999,0.0,803.0
32310,0.37,Premium,D,VS1,60.2,60.0,60.671519999999994,0.0,803.0
32311,0.32,Ideal,D,VVS2,61.2,56.0,52.50879,0.0,803.0
32312,0.31,Ideal,D,VS2,62.1,54.0,52.18048000000002,0.0,804.0
32313,0.31,Ideal,E,VS1,60.2,56.0,51.84765600000001,0.0,804.0
32314,0.32,Very Good,D,VVS2,61.1,59.0,52.19622199999999,0.0,804.0
32315,0.43,Very Good,F,VS2,62.5,60.0,70.597332,0.0,804.0
32316,0.31,Ideal,D,VVS2,61.2,56.0,50.755365,0.0,804.0
32317,0.32,Ideal,D,VVS2,60.3,58.0,52.950904,0.0,804.0
32318,0.4,Ideal,G,VS2,62.6,56.0,65.58027000000001,0.0,804.0
32319,0.33,Ideal,F,VS2,61.1,56.0,55.1151,0.0,804.0
32320,0.33,Premium,E,VS2,61.9,58.0,54.33284999999999,0.0,804.0
32321,0.32,Ideal,E,VS2,62.0,55.0,52.419024000000014,0.0,804.0
32322,0.31,Ideal,D,VS2,61.6,55.0,51.915600000000005,0.0,804.0
32323,0.31,Ideal,D,VS2,60.2,56.0,52.515162000000004,0.0,804.0
32324,0.31,Ideal,E,VS1,61.4,56.0,51.062039999999996,0.0,804.0
32325,0.39,Very Good,I,VVS1,61.3,58.0,66.159024,0.0,805.0
32326,0.31,Ideal,D,VVS2,61.2,59.0,51.413924,0.0,805.0
32327,0.39,Ideal,I,VVS1,60.8,56.0,65.98312,0.0,805.0
32328,0.38,Ideal,E,VS2,62.0,54.2,63.027432,0.0,805.0
32329,0.34,Ideal,D,VS2,60.6,57.0,55.979022,0.0,805.0
32330,0.34,Very Good,D,VS2,62.9,56.0,56.1438,0.0,805.0
32331,0.34,Ideal,E,VS1,61.2,57.0,54.99043000000001,0.0,805.0
32332,0.34,Ideal,E,VS1,62.4,55.0,55.174104,0.0,805.0
32333,0.34,Ideal,D,VS2,62.0,54.0,56.496384000000006,0.0,805.0
32334,0.34,Ideal,E,VS1,61.0,57.0,55.8107,0.0,805.0
32335,0.34,Premium,D,VS2,62.1,58.0,55.6695,0.0,805.0
32336,0.34,Ideal,E,VS1,62.1,56.0,56.24640000000001,0.0,805.0
32337,0.34,Ideal,E,VS1,62.2,55.0,56.82543999999999,0.0,805.0
32338,0.34,Ideal,D,VS2,62.1,55.0,55.670612,0.0,805.0
32339,0.34,Ideal,D,VS2,62.3,55.0,55.42208000000001,0.0,805.0
32340,0.34,Ideal,E,VS1,61.8,56.0,56.04396599999999,0.0,805.0
32341,0.34,Ideal,D,VS2,61.3,57.0,55.31625,0.0,805.0
32342,0.34,Very Good,D,VS2,62.9,55.0,55.445879999999995,0.0,805.0
32343,0.34,Ideal,E,VS1,62.0,56.0,56.496384000000006,0.0,805.0
32344,0.34,Ideal,E,VS1,61.2,57.0,54.86850000000001,0.0,805.0
32345,0.34,Ideal,D,VS2,62.4,53.0,57.028388,0.0,805.0
32346,0.34,Ideal,D,VS2,61.4,56.0,56.46645,0.0,805.0
32347,0.34,Premium,D,VS2,60.4,60.0,56.349743999999994,0.0,805.0
32348,0.34,Premium,D,VS2,59.3,58.0,55.32254,0.0,805.0
32349,0.34,Ideal,D,VS2,62.5,57.0,54.48036,0.0,805.0
32350,0.34,Ideal,E,VS1,61.8,57.0,55.71854999999999,0.0,805.0
32351,0.34,Ideal,D,VS2,62.0,55.0,55.22272000000001,0.0,805.0
32352,0.34,Ideal,D,VS2,62.0,55.0,55.345985000000006,0.0,805.0
32353,0.34,Premium,E,VS1,59.9,58.0,56.765435999999994,0.0,805.0
32354,0.34,Ideal,E,VS1,60.8,57.0,55.73077800000001,0.0,805.0
32355,0.34,Ideal,D,VS2,60.8,57.0,55.73159999999999,0.0,805.0
32356,0.33,Very Good,G,VVS2,59.7,59.0,54.591936000000004,0.0,806.0
32357,0.35,Ideal,F,VVS2,61.3,55.0,59.071819999999995,0.0,806.0
32358,0.33,Ideal,G,VVS1,60.9,56.7,54.791919,0.0,806.0
32359,0.33,Ideal,E,VS1,61.5,54.0,55.06985,0.0,806.0
32360,0.33,Ideal,H,IF,61.8,55.2,54.777168,0.0,806.0
32361,0.32,Premium,F,VVS2,62.2,59.0,52.059168,0.0,806.0
32362,0.6,Premium,H,I1,60.1,60.0,98.615776,0.0,806.0
32363,0.42,Ideal,I,VS2,61.0,54.0,69.76956799999999,0.0,807.0
32364,0.35,Ideal,G,VS2,61.3,56.0,58.34919999999999,0.0,807.0
32365,0.44,Ideal,I,VS1,61.1,56.0,73.69766399999999,0.0,807.0
32366,0.44,Ideal,I,VS1,61.8,55.0,72.898164,0.0,807.0
32367,0.46,Ideal,G,SI2,61.1,57.0,75.94408499999999,0.0,807.0
32368,0.46,Ideal,H,SI1,61.7,55.0,77.403882,0.0,807.0
32369,0.29,Premium,E,VVS1,60.9,61.0,46.780839,0.0,807.0
32370,0.36,Premium,F,VS2,62.0,59.0,57.78933599999999,0.0,807.0
